job_name,company_name,salary,city,district,experience,education,skill_tags,description,source,crawl_time,min_salary,max_salary
前端开发工程师,百度信息技术有限公司,49-72K,北京,南山区,5-10 年,本科,"数据库,数据结构,Java",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27000,54305
Java 开发工程师,字节网络技术有限公司,32-67K,北京,海淀区,3-5 年,硕士,"单片机,PCB",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,24606,31274
产品经理,阿里智能科技有限公司,12-40K,杭州,天河区,3-5 年,硕士,"敏捷开发,软件开发,Git,Vue",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,21488,54678
软件工程师,腾讯系统有限公司,21-69K,深圳,朝阳区,经验不限,高中,"商业分析,数据分析,沟通协调,团队协作,项目管理",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,14137,20416
Python 开发工程师,京东信息技术有限公司,20-80K,杭州,南山区,1-3 年,硕士,"PCB,硬件开发",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,13083,23558
数据库管理员,VIVO智能科技有限公司,32-77K,杭州,南山区,5-10 年,硕士,"量化分析,财务报表,金融分析,投资分析,风险管理",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,13515,77662
后端开发工程师,阿里数据服务有限公司,16-56K,上海,浦东新区,1-3 年,硕士,"软件工程,Spring",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,14047,65794
软件工程师,OPPO系统有限公司,14-51K,西安,天河区,5-10 年,大专,"单片机,嵌入式",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,36756,27168
UI 设计师,美团科技有限公司,32-44K,杭州,浦东新区,经验不限,高中,"数据结构,C++,数据库,算法",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,21425,27943
产品经理,网易科技有限公司,28-22K,北京,南山区,1-3 年,大专,"营销策划,品牌推广,市场营销,市场调研,新媒体运营",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,11128,15928
算法工程师,华为网络技术有限公司,44-79K,成都,浦东新区,5-10 年,本科,"软件工程,软件开发",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,45523,22135
测试工程师,美团数据服务有限公司,31-40K,西安,浦东新区,经验不限,大专,"软件开发,敏捷开发,Spring,软件工程",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,25204,74346
网络工程师,美团系统有限公司,14-19K,杭州,,3-5 年,本科,"市场调研,市场营销,营销策划",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,35630,79793
UI 设计师,小米信息技术有限公司,19-60K,成都,天河区,1-3 年,大专,"算法,Python",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,12259,50167
运维工程师,美团智能科技有限公司,22-18K,杭州,海淀区,5-10 年,本科,"C++,数据库,算法,Java",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,18482,40899
前端开发工程师,字节智能科技有限公司,9-80K,武汉,朝阳区,经验不限,大专,"Java,数据结构,C++,Linux,算法",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,15524,50597
数据库管理员,OPPO系统有限公司,40-45K,深圳,天河区,经验不限,本科,"机器学习,PyTorch,CV,NLP,深度学习",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,49979,34571
数据分析师,VIVO系统有限公司,15-73K,南京,朝阳区,1-3 年,高中,"财务报表,量化分析,投资分析,风险管理,金融分析",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41541,37563
测试工程师,VIVO网络技术有限公司,24-37K,上海,南山区,3-5 年,硕士,"Java,数据结构,Linux,数据库",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,46870,41818
后端开发工程师,京东智能科技有限公司,19-64K,上海,朝阳区,5-10 年,高中,"市场调研,品牌推广",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,10790,57929
运维工程师,百度信息技术有限公司,29-71K,上海,天河区,1-3 年,高中,"风险管理,财务报表,量化分析,金融分析",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,29213,24744
网络工程师,VIVO系统有限公司,42-66K,深圳,,5-10 年,硕士,"电路设计,硬件开发,嵌入式",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39511,30445
测试工程师,腾讯网络技术有限公司,29-33K,苏州,朝阳区,经验不限,大专,"沟通协调,数据分析",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,46406,53693
后端开发工程师,VIVO数据服务有限公司,18-57K,杭州,天河区,应届生,高中,"项目管理,商业分析,沟通协调,数据分析,团队协作",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,40541,40509
网络工程师,VIVO数据服务有限公司,39-55K,武汉,南山区,1-3 年,博士,"团队协作,项目管理,商业分析,数据分析",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,8131,64353
算法工程师,百度科技有限公司,19-21K,南京,浦东新区,应届生,本科,"Linux,数据结构,Java",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,19504,37386
数据分析师,字节网络技术有限公司,43-51K,北京,浦东新区,3-5 年,高中,"数据库,Java,Linux",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,28114,40518
运维工程师,百度系统有限公司,40-22K,苏州,,5-10 年,博士,"NLP,PyTorch,机器学习",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,10867,55211
软件工程师,OPPO数据服务有限公司,25-53K,武汉,南山区,5-10 年,硕士,"Sketch,Photoshop",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,10843,55346
数据分析师,美团数据服务有限公司,15-75K,深圳,海淀区,应届生,大专,"UX 设计,Sketch",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,12252,40025
全栈工程师,百度智能科技有限公司,24-67K,广州,南山区,1-3 年,本科,"机器学习,TensorFlow",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,21607,15013
系统架构师,百度信息技术有限公司,13-76K,杭州,天河区,1-3 年,博士,"NLP,TensorFlow,深度学习,PyTorch,CV",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,20450,60457
软件工程师,京东科技有限公司,28-59K,杭州,朝阳区,应届生,本科,"Python,数据结构,Linux,Java,算法",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,44870,39112
运维工程师,美团数据服务有限公司,9-35K,深圳,南山区,5-10 年,大专,"Git,Spring",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,18333,69283
全栈工程师,腾讯信息技术有限公司,44-23K,上海,,5-10 年,大专,"商业分析,项目管理",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,42631,68301
Python 开发工程师,网易系统有限公司,31-59K,深圳,海淀区,应届生,硕士,"深度学习,机器学习,NLP",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,26420,36412
算法工程师,腾讯信息技术有限公司,47-67K,西安,朝阳区,5-10 年,本科,"平面设计,Photoshop,UX 设计",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,16475,51716
数据分析师,阿里数据服务有限公司,15-47K,深圳,浦东新区,1-3 年,博士,"UI 设计,平面设计,Photoshop,Figma",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,37046,57888
UI 设计师,美团系统有限公司,22-31K,广州,浦东新区,经验不限,本科,"Linux,算法,Java,数据库",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,29727,45900
后端开发工程师,华为系统有限公司,44-75K,北京,,应届生,高中,"敏捷开发,Spring,Git",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,16077,58752
运维工程师,京东智能科技有限公司,29-79K,北京,天河区,应届生,硕士,"机器学习,深度学习",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,12999,62585
全栈工程师,阿里智能科技有限公司,17-23K,北京,浦东新区,3-5 年,高中,"风险管理,金融分析,量化分析,投资分析",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41368,38759
Python 开发工程师,小米智能科技有限公司,47-54K,北京,南山区,经验不限,本科,"团队协作,数据分析,项目管理,沟通协调,商业分析",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,31743,40580
系统架构师,美团科技有限公司,50-20K,深圳,海淀区,1-3 年,大专,"深度学习,PyTorch,TensorFlow",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,23545,67233
前端开发工程师,百度科技有限公司,46-17K,北京,南山区,5-10 年,硕士,"投资分析,金融分析",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,45137,78315
数据库管理员,美团数据服务有限公司,25-17K,深圳,浦东新区,3-5 年,硕士,"Figma,UI 设计,Sketch",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,10072,30025
前端开发工程师,华为网络技术有限公司,33-43K,南京,天河区,3-5 年,博士,"PCB,嵌入式",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,11415,18750
数据分析师,小米网络技术有限公司,11-28K,深圳,天河区,3-5 年,博士,"营销策划,品牌推广,市场调研,新媒体运营",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,35827,71723
数据库管理员,阿里网络技术有限公司,49-64K,杭州,,1-3 年,硕士,"嵌入式,PCB,FPGA,电路设计",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,35359,48279
产品经理,美团智能科技有限公司,43-40K,南京,海淀区,应届生,本科,"投资分析,风险管理,量化分析,金融分析",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34703,66337
Python 开发工程师,阿里数据服务有限公司,10-48K,上海,南山区,3-5 年,硕士,"机器学习,TensorFlow,深度学习,PyTorch",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,15908,56291
数据库管理员,网易智能科技有限公司,8-49K,南京,海淀区,5-10 年,硕士,"硬件开发,PCB,FPGA",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,22303,55636
产品经理,腾讯信息技术有限公司,33-79K,南京,南山区,3-5 年,大专,"品牌推广,新媒体运营,市场调研,营销策划",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,42339,50771
网络工程师,阿里网络技术有限公司,35-76K,南京,海淀区,3-5 年,博士,"CV,机器学习",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,18672,33849
全栈工程师,腾讯数据服务有限公司,36-63K,北京,南山区,应届生,本科,"深度学习,PyTorch",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34852,24313
软件工程师,阿里信息技术有限公司,39-48K,西安,南山区,应届生,博士,"风险管理,量化分析",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,47054,47257
UI 设计师,百度信息技术有限公司,46-67K,西安,海淀区,5-10 年,硕士,"新媒体运营,市场营销,品牌推广",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,26737,68474
产品经理,OPPO网络技术有限公司,13-64K,广州,朝阳区,应届生,博士,"UX 设计,Sketch",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,16192,30746
产品经理,京东智能科技有限公司,21-39K,北京,浦东新区,5-10 年,大专,"数据结构,数据库,Python",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,23810,71538
数据库管理员,字节网络技术有限公司,30-67K,苏州,南山区,应届生,大专,"项目管理,沟通协调,团队协作",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,49574,57140
后端开发工程师,OPPO系统有限公司,18-55K,深圳,朝阳区,3-5 年,硕士,"Spring,软件开发",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,25833,40869
产品经理,网易数据服务有限公司,41-64K,深圳,,应届生,博士,"项目管理,沟通协调,团队协作,数据分析",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,24881,37873
算法工程师,腾讯信息技术有限公司,8-36K,武汉,海淀区,5-10 年,高中,"CV,PyTorch",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27010,45064
UI 设计师,腾讯系统有限公司,28-24K,武汉,南山区,5-10 年,大专,"PCB,FPGA,电路设计,嵌入式",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,23220,42717
数据库管理员,VIVO系统有限公司,40-55K,北京,,应届生,硕士,"PCB,FPGA,嵌入式,电路设计,单片机",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,30462,64363
后端开发工程师,京东信息技术有限公司,18-32K,北京,,3-5 年,硕士,"新媒体运营,品牌推广,营销策划",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,46900,64336
后端开发工程师,京东网络技术有限公司,26-57K,北京,天河区,应届生,博士,"财务报表,金融分析,风险管理,量化分析,投资分析",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,21974,28204
后端开发工程师,OPPO信息技术有限公司,20-22K,南京,朝阳区,经验不限,本科,"敏捷开发,Git,软件开发,Vue",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,24855,61152
数据库管理员,阿里系统有限公司,39-73K,深圳,海淀区,经验不限,高中,"财务报表,金融分析",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,30171,60337
软件工程师,VIVO信息技术有限公司,24-65K,苏州,浦东新区,1-3 年,大专,"品牌推广,市场调研,营销策划,市场营销,新媒体运营",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,11786,64797
前端开发工程师,小米科技有限公司,11-18K,南京,天河区,经验不限,高中,"新媒体运营,品牌推广",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,39133,31769
数据库管理员,OPPO智能科技有限公司,48-63K,北京,,5-10 年,大专,"项目管理,沟通协调,数据分析,商业分析",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,41408,69998
前端开发工程师,华为系统有限公司,29-34K,武汉,天河区,1-3 年,本科,"软件开发,软件工程,敏捷开发",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,31548,78873
UI 设计师,阿里数据服务有限公司,23-70K,深圳,海淀区,经验不限,大专,"商业分析,沟通协调",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,42461,44521
全栈工程师,OPPO数据服务有限公司,15-67K,广州,,1-3 年,本科,"硬件开发,FPGA,PCB",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,25040,42852
Java 开发工程师,小米网络技术有限公司,45-32K,上海,浦东新区,应届生,硕士,"算法,Java,Linux,C++,Python",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,11232,73921
数据分析师,腾讯数据服务有限公司,8-49K,成都,,3-5 年,博士,"平面设计,Figma,Photoshop",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,11475,67190
运维工程师,VIVO系统有限公司,38-79K,上海,南山区,5-10 年,本科,"商业分析,数据分析,项目管理,团队协作,沟通协调",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41751,26597
算法工程师,京东信息技术有限公司,31-46K,武汉,朝阳区,应届生,本科,"量化分析,风险管理",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,32857,26144
前端开发工程师,华为科技有限公司,9-65K,杭州,浦东新区,应届生,本科,"嵌入式,单片机,FPGA",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,38143,76043
数据库管理员,百度数据服务有限公司,44-19K,成都,朝阳区,1-3 年,硕士,"嵌入式,电路设计,FPGA,单片机",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,13737,66659
软件工程师,阿里系统有限公司,47-71K,南京,天河区,3-5 年,高中,"沟通协调,团队协作",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,25789,33397
算法工程师,OPPO系统有限公司,28-22K,杭州,浦东新区,应届生,博士,"营销策划,市场调研,品牌推广",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,10035,37563
系统架构师,美团信息技术有限公司,16-42K,南京,浦东新区,经验不限,高中,"团队协作,沟通协调,数据分析,商业分析,项目管理",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,49258,22195
数据库管理员,小米网络技术有限公司,27-35K,武汉,海淀区,3-5 年,博士,"FPGA,PCB,电路设计",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,22194,45520
产品经理,字节智能科技有限公司,26-18K,成都,朝阳区,应届生,高中,"UI 设计,Figma,UX 设计,Photoshop",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39800,50046
软件工程师,VIVO系统有限公司,8-39K,广州,天河区,3-5 年,本科,"市场营销,营销策划,新媒体运营,品牌推广,市场调研",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,10127,34915
算法工程师,腾讯网络技术有限公司,35-52K,西安,朝阳区,应届生,本科,"市场营销,新媒体运营",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,15713,36896
算法工程师,京东数据服务有限公司,21-75K,成都,海淀区,1-3 年,高中,"量化分析,财务报表,投资分析,金融分析",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,25104,58388
数据库管理员,阿里网络技术有限公司,45-42K,成都,天河区,3-5 年,博士,"数据结构,Linux,Java,Python",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,32045,71420
网络工程师,VIVO信息技术有限公司,20-44K,南京,朝阳区,经验不限,本科,"机器学习,NLP,CV,PyTorch",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,23673,46538
UI 设计师,OPPO网络技术有限公司,46-61K,西安,,应届生,硕士,"营销策划,市场营销",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,8674,71513
全栈工程师,腾讯数据服务有限公司,17-48K,杭州,海淀区,1-3 年,本科,"Spring,Vue,敏捷开发",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,23697,51116
全栈工程师,京东系统有限公司,43-64K,北京,朝阳区,3-5 年,硕士,"电路设计,PCB,FPGA",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,48683,58051
网络工程师,京东数据服务有限公司,27-50K,北京,,3-5 年,博士,"深度学习,机器学习",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,45970,56078
算法工程师,VIVO系统有限公司,45-49K,上海,天河区,1-3 年,高中,"Sketch,Figma,平面设计,UX 设计,Photoshop",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,43113,16153
全栈工程师,小米智能科技有限公司,36-79K,上海,海淀区,5-10 年,高中,"PyTorch,机器学习,深度学习,NLP,CV",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,36782,52332
UI 设计师,美团系统有限公司,39-79K,武汉,南山区,1-3 年,大专,"单片机,FPGA",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,19329,19449
网络工程师,百度信息技术有限公司,49-75K,西安,,1-3 年,高中,"数据库,Python,Java,C++,Linux",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,17419,38981
Python 开发工程师,VIVO网络技术有限公司,44-33K,成都,南山区,5-10 年,博士,"Sketch,平面设计,Photoshop",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,20721,27441
系统架构师,美团数据服务有限公司,17-78K,南京,,5-10 年,大专,"沟通协调,数据分析,商业分析,团队协作,项目管理",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,45754,45892
测试工程师,网易智能科技有限公司,45-58K,上海,朝阳区,应届生,本科,"UI 设计,平面设计,Figma,Sketch",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,47772,46608
前端开发工程师,VIVO系统有限公司,41-36K,杭州,浦东新区,3-5 年,高中,"Python,数据结构,C++,Java,数据库",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,40343,65485
测试工程师,网易信息技术有限公司,34-47K,南京,南山区,经验不限,本科,"风险管理,金融分析",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,15373,26476
系统架构师,OPPO科技有限公司,25-70K,成都,,1-3 年,大专,"机器学习,NLP,TensorFlow",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,40281,79222
算法工程师,网易系统有限公司,29-46K,上海,,应届生,高中,"商业分析,团队协作,沟通协调",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,34804,67231
运维工程师,腾讯信息技术有限公司,11-28K,成都,南山区,应届生,博士,"硬件开发,电路设计,FPGA",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,16418,22690
软件工程师,腾讯数据服务有限公司,48-24K,北京,天河区,应届生,本科,"商业分析,数据分析",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,18461,63867
算法工程师,字节数据服务有限公司,29-18K,杭州,海淀区,应届生,大专,"市场调研,品牌推广,市场营销,营销策划,新媒体运营",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,43019,32960
测试工程师,小米科技有限公司,19-17K,苏州,朝阳区,应届生,本科,"Photoshop,Figma",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,29201,50886
全栈工程师,网易数据服务有限公司,9-29K,成都,朝阳区,经验不限,大专,"UI 设计,UX 设计,平面设计,Photoshop",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,12940,43238
全栈工程师,字节科技有限公司,31-64K,广州,南山区,1-3 年,本科,"投资分析,财务报表,金融分析,量化分析,风险管理",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,25005,69829
系统架构师,百度智能科技有限公司,49-64K,上海,天河区,经验不限,硕士,"品牌推广,新媒体运营,营销策划,市场调研",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30401,74857
全栈工程师,京东系统有限公司,37-31K,南京,南山区,应届生,大专,"量化分析,财务报表",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,35240,39233
数据库管理员,腾讯系统有限公司,15-21K,广州,南山区,3-5 年,博士,"数据结构,数据库,Java",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,38652,70193
全栈工程师,京东科技有限公司,46-27K,西安,朝阳区,1-3 年,大专,"项目管理,数据分析,商业分析,沟通协调",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,46567,22660
前端开发工程师,美团科技有限公司,12-20K,苏州,海淀区,经验不限,大专,"硬件开发,单片机",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,47634,78111
前端开发工程师,VIVO系统有限公司,30-26K,成都,,1-3 年,硕士,"FPGA,硬件开发,电路设计,嵌入式",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41128,33183
数据分析师,网易系统有限公司,8-33K,南京,,5-10 年,博士,"算法,Java,Linux",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,20964,32394
Python 开发工程师,网易网络技术有限公司,22-16K,武汉,南山区,3-5 年,本科,"机器学习,NLP,深度学习",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,49192,71216
软件工程师,华为系统有限公司,37-44K,成都,海淀区,5-10 年,硕士,"NLP,TensorFlow,PyTorch",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,43653,47428
测试工程师,华为信息技术有限公司,40-60K,北京,天河区,5-10 年,硕士,"C++,Linux",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,18358,43621
数据库管理员,京东智能科技有限公司,14-20K,成都,天河区,1-3 年,大专,"软件工程,Vue,敏捷开发,Git,软件开发",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,46146,64557
系统架构师,百度智能科技有限公司,26-60K,杭州,朝阳区,经验不限,博士,"数据分析,团队协作,项目管理,沟通协调,商业分析",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,25968,55981
运维工程师,小米科技有限公司,21-33K,杭州,海淀区,3-5 年,大专,"深度学习,机器学习,TensorFlow,NLP,CV",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,43327,59370
算法工程师,腾讯系统有限公司,31-49K,武汉,南山区,5-10 年,高中,"市场营销,营销策划",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,27654,39200
数据分析师,OPPO数据服务有限公司,23-44K,西安,南山区,5-10 年,大专,"机器学习,CV",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,30920,50700
后端开发工程师,VIVO系统有限公司,30-28K,西安,朝阳区,1-3 年,高中,"平面设计,Figma,Sketch,UX 设计",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,47383,70353
前端开发工程师,网易系统有限公司,9-24K,南京,浦东新区,1-3 年,本科,"UI 设计,Photoshop,Sketch",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,20442,30682
网络工程师,百度科技有限公司,11-75K,广州,朝阳区,5-10 年,本科,"NLP,深度学习",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,24976,22074
Python 开发工程师,VIVO系统有限公司,21-46K,武汉,,1-3 年,大专,"PCB,硬件开发",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,30415,66478
系统架构师,小米数据服务有限公司,18-26K,苏州,朝阳区,经验不限,本科,"Figma,Sketch,Photoshop,平面设计,UX 设计",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,14693,36127
测试工程师,华为数据服务有限公司,19-66K,武汉,南山区,3-5 年,本科,"机器学习,CV,TensorFlow,PyTorch,NLP",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,8397,34834
数据库管理员,百度智能科技有限公司,39-21K,深圳,浦东新区,3-5 年,高中,"敏捷开发,软件开发,Git,Spring",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,18996,48744
测试工程师,阿里信息技术有限公司,46-70K,南京,浦东新区,应届生,高中,"硬件开发,单片机,PCB,电路设计",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,8213,46063
Python 开发工程师,美团智能科技有限公司,45-30K,武汉,浦东新区,应届生,高中,"品牌推广,市场营销,市场调研,营销策划,新媒体运营",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,16984,39188
测试工程师,网易数据服务有限公司,36-65K,苏州,,5-10 年,博士,"NLP,PyTorch,CV,机器学习",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,49633,41138
数据库管理员,百度信息技术有限公司,14-65K,杭州,海淀区,1-3 年,硕士,"Python,数据结构,Java,数据库",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,44113,59176
软件工程师,OPPO科技有限公司,22-21K,深圳,,3-5 年,本科,"品牌推广,市场营销,营销策划,新媒体运营",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,14347,62256
产品经理,美团科技有限公司,13-48K,深圳,南山区,5-10 年,本科,"项目管理,沟通协调,团队协作",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,43059,33359
UI 设计师,百度科技有限公司,25-75K,武汉,海淀区,3-5 年,博士,"营销策划,品牌推广",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,34449,69746
软件工程师,OPPO数据服务有限公司,10-71K,苏州,朝阳区,5-10 年,博士,"金融分析,量化分析,财务报表,风险管理,投资分析",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,24598,46148
